FullState,Jeweller,Address,City,StateCode,Zip
 Gurley,Huntsville Gold," 2601 Leeman Ferry Rd SW,"," Huntsville,", AL , 35801
 Gurley,Creative Touch Jewelry," 5000 Whitesburg Dr SW,"," Huntsville,", AL , 35802
 Gurley,Larry's Pistol And Pawn Shop," 2405 Memorial Pkwy NW,"," Huntsville,", AL , 35810
 Gurley,B & B Jewelers," 7540 Memorial Pkwy SW Ste T,"," Huntsville,", AL , 35802
 Gurley,American Pawn & Jewelry," 2011 Sparkman Dr NW,"," Huntsville,", AL , 35810
 Gurley,Alexander's Jewelry & Coin Investors," 2314 Memorial Pkwy SW,"," Huntsville,", AL , 35801
 Gulf Shores,Jubilee Apparel and Gifts," 3800 Gulf Shores Parkway #350,"," Gulf Shores,", AL , 36542
 Gulf Shores,Be-Jeweled Jewelers," 1140 Gulf Shores Pkwy,"," Gulf Shores,", AL , 36542
 Gulf Shores,Island Girl Jewelry And Souvenirs," 501 Gulf Shores Pkwy,"," Gulf Shores,", AL , 36542
 Gulf Shores,Blue Girl Beading Co," 2200 E 2nd St Ste F,"," Gulf Shores,", AL , 36542
 Gulf Shores,Schell Robert F Jeweler," 1556 Gulf Shores Pkwy Ste 1,"," Gulf Shores,", AL , 36542
 Gulf Shores,Teela's Treasures," P O Box 64,"," Bon Secour,", AL , 36511
 Gulf Shores,Parke Place Jewelry," 105 S McKenzie St.,"," Foley,", AL , 36535
 Gulf Shores,All American Coin Buyers," 1508 S McKenzie St Suite B,"," Foley,", AL , 36535
 Guntersville,Henry J Leonard & Company," 704 Horton Rd,"," Albertville,", AL , 35950
 Guntersville,El Paraiso," 918 Baltimore Ave Ste B,"," Albertville,", AL , 35950
 Guntersville,Griffins Jewelers," 11611 US Highway 431,"," Albertville,", AL , 35950
 Guntersville,Magnolia Jewelers," 204 N Brindlee Mountain Pkwy,"," Arab,", AL , 35016
 Guntersville,Arab Jewelry & Pawn Shop," 50 N Main St,"," Arab,", AL , 35016
 Guntersville,Kingsworld Jewelry," 748 Midway Rd,"," Union Grove,", AL , 35175
 Guin,Bead Shop," 25 Jackson Dr,"," Eldridge,", AL , 35554
 Guin,Jewels & Shelias," 326 Walker St,"," Hackleburg,", AL , 35564
 Guin,Alabama Pawn & Cash Inc," 308 Temple Ave N,"," Fayette,", AL , 35555
 Guin,Jewelry Bar," 417 10th St NW,"," Fayette,", AL , 35555
 Guin,Alexander's Jewelry & Gifts," 1550 Temple Ave N,"," Fayette,", AL , 35555
 Guin,Treasures," 114 Temple Ave N,"," Fayette,", AL , 35555
 Guin,ID EyeCandy," 33041 1st Ave. NW,"," Carbon Hill,", AL , 35549
 Elmore,Zales," 1021 Eastdale Mall,"," Montgomery,", AL , 36117
 Elmore,Yester Year," 1617 Graham St # 102,"," Montgomery,", AL , 36106
 Elmore,Neville Tom The Source Inc," 60 Commerce St Ste 1401,"," Montgomery,", AL , 36104
 Elmore,J.B. Robinson Jewelers," 1039 Eastdale Mall,"," Montgomery,", AL , 36117
 Elmore,Kay Jewelers," 1051 Eastdale Mall # B6b7,"," Montgomery,", AL , 36117
 Elmore,Kay Jewelers," 5501 Atlanta Hwy,"," Montgomery,", AL , 36117
 Elmore,Kay Jewelers," 1024 Eastdale Mall,"," Montgomery,", AL , 36117
 Elmore,Heirloom Jewelers," 6948 Vaughn Rd,"," Montgomery,", AL , 36116
 Elmore,Exvoto," 1037 Woodley Rd,"," Montgomery,", AL , 36106
 Elrod,Fashion Jewelry," 1701 McFarland Blvd E,"," Tuscaloosa,", AL , 35404
 Elrod,Tosyali International Inc," 1023 15th St,"," Tuscaloosa,", AL , 35401
 Elrod,Reeds Jewelers," 1701 McFarland Blvd E Ste 199,"," Tuscaloosa,", AL , 35404
 Elrod,Intrigue," 1701 McFarland Blvd E Ste K210,"," Tuscaloosa,", AL , 35404
 Elrod,Pharaohs Treasures," 422 15th St,"," Tuscaloosa,", AL , 35401
 Elrod,Silver Spoon," 1701 McFarland Blvd E # K213a,"," Tuscaloosa,", AL , 35404
 Elrod,Reeds Jewelers," PO Box 2229,"," Tuscaloosa,", AL , 35403
 Emelle,"The Jewel Shoppe, The Diamond Store"," 215 W Main St,"," Louisville,", MS , 39339
 Emelle,City Jewelry," 418 E Beacon St,"," Philadelphia,", MS , 39350
 Emelle,Sides Jewelry," 584 E Main St,"," Philadelphia,", MS , 39350
 Emelle,It's Fashion," 211 Lewis Ave S,"," Philadelphia,", MS , 39350
 Emelle,It's Fashion," 211 Lewis Ave N,"," Philadelphia,", MS , 39350
 Emelle,Bobby's Jewelry Inc," 201 W Beacon St,"," Philadelphia,", MS , 39350
 Emelle,Lee's Jewelry & Repair," 201 N Browder St,"," Columbus,", MS , 39702
 Emelle,Diamond Pawn And Gun Shop," 2512 Main St,"," Columbus,", MS , 39701
 Emelle,Zales," 1404 Old Aberdeen Rd Ste 3,"," Columbus,", MS , 39705
 Empire,Agnew Jewelers," 311 Main St Ste 109,"," Mulga,", AL , 35118
 Empire,Lady G Boutique," 8680 Old Highway 75,"," Pinson,", AL , 35126
 Empire,Wild Sage Jewelry," 5802 Dewey Heights Rd,"," Pinson,", AL , 35126
 Empire,J & H Diamond Jewelers," 5118 Old Springville Rd,"," Pinson,", AL , 35126
 Empire,Diamonds & Onyx Inc," 324 3rd Way,"," Pleasant Grove,", AL , 35127
 Empire,Glitz & Glam Boutique," 305 Crawford St,"," Fairfield,", AL , 35064
 Empire,Kay Jewelers," 7201 Aaron Aronov Dr Space 33,"," Fairfield,", AL , 35064
 Empire,Kay Jewelers," WESTERN Hills Mall,"," Fairfield,", AL , 35064
 Pine Apple,Lorch Diamond Center," 1391 E Highland Ave,"," Selma,", AL , 36703
 Pinckard,Saads Jewelers," 3201 Montgomery Hwy Ste 1,"," Dothan,", AL , 36303
 Pinckard,First Class Diamonds & Jewelry," 1230 Westgate Pkwy # 4,"," Dothan,", AL , 36303
 Piedmont,McNair Jewelers Inc," 231 Broad St,"," Gadsden,", AL , 35901
 Piedmont,B & B Pawn & Jewelry," 1220 W Meighan Blvd,"," Gadsden,", AL , 35901
 Pike Road,Kay Jewelers," 1024 Eastdale Mall,"," Montgomery,", AL , 36117
 Pike Road,Heirloom Jewelers," 6948 Vaughn Rd,"," Montgomery,", AL , 36116
 Seale,Schwinds Jewlery," 3218 11th Airborne Division Rd,"," Fort Benning,", GA , 31905
 Seale,American Achievement Corporation," 3218 11th Airborne Division Rd,"," Fort Benning,", GA , 31905
 Seale,Cash America Pawn," 3239 Victory Dr,"," Columbus,", GA , 31903
 Enterprise,Bradshaw's Manufacturing Jwlrs," 3850 W Main St # 602,"," Dothan,", AL , 36305
 Enterprise,Saads Jewelers," 3201 Montgomery Hwy Ste 1,"," Dothan,", AL , 36303
 Enterprise,First Class Diamonds & Jewelry," 1230 Westgate Pkwy # 4,"," Dothan,", AL , 36303
 Enterprise,Maria's Paparazzi Jewelry," 473 Berlin Rd,"," Dothan,", AL , 36301
 Enterprise,Firefly Beads," 3074 Ross Clark Cir Ste 10,"," Dothan,", AL , 36301
 Enterprise,Jpc," 890 W Main St # 4,"," Dothan,", AL , 36301
 Enterprise,Piercing Pagoda," 900 Commons Dr Ste 205,"," Dothan,", AL , 36303
 Enterprise,The Nature Gallery," 156 N Foster St,"," Dothan,", AL , 36303
 Lenox,Young's Fashion," 116 Butler Sq,"," Greenville,", AL , 36037
 Lenox,Cagle Jewelers & Goldsmithing," 101 S Cotton St,"," Andalusia,", AL , 36420
 Leighton,Lons Jeweler," 1559 Florence Blvd,"," Florence,", AL , 35630
 Leighton,Mayhall Benchmaster Jewelry," 168 Ana Dr,"," Florence,", AL , 35630
 Leighton,Zales," 301 Cox Creek Pkwy,"," Florence,", AL , 35630
 Leighton,Grogan Jewelers," 285 Cox Creek Pkwy,"," Florence,", AL , 35630
 Tallassee,Tallassee Jewelry And Gifts," 5 S Ann Ave,"," Tallassee,", AL , 36078
 Tallassee,R & D Enterprises," 109 Central Blvd,"," Tallassee,", AL , 36078
 Tallassee,Big Bear Discount Drugs," 204 W Lee St,"," Tuskegee,", AL , 36083
 Tallassee,Freeman Jewelry & Pawn," 209 W Martin Luther King Hwy Ste C,"," Tuskegee,", AL , 36083
 Tallassee,Whole-Heart Jewelry," 109 Company Street, Suite 120,"," Wetumpka,", AL , 36092
 Shelby,Yourneedsrbeads.com," 25 Golden Crest Dr,"," Sylacauga,", AL , 35151
 Shelby,Magnolia's Gift Shop," 125 N Broadway Ave,"," Sylacauga,", AL , 35150
 Shelby,Broadway Pawn," 116 W 2nd St,"," Sylacauga,", AL , 35150
 Shelby,Stacey's Jewelry," 103 E 3rd St,"," Sylacauga,", AL , 35150
 Shelby,Diamond Jewelry Co," 113 N Broadway Ave,"," Sylacauga,", AL , 35150
 Shelby,Garris Specialties Inc," 113 W 2nd St,"," Sylacauga,", AL , 35150
 Shelby,Griffin's Jewelers," 123 N Broadway Ave,"," Sylacauga,", AL , 35150
 Sheffield,Jamie Hood Jewelers Inc," 2508 Avalon Ave,"," Muscle Shoals,", AL , 35661
 Sheffield,It's Fashion," 519 Avalon Ave Ste 27A,"," Muscle Shoals,", AL , 35661
 Sheffield,Astonished Coin and Jewerly," 318 Woodward Ave,"," Muscle Shoals,", AL , 35661
 Sheffield,AAA Pawn and Jewelry," 613 Davison Ave,"," Muscle Shoals,", AL , 35661
 Sheffield,Grogan Jewelers," 285 Cox Creek Pkwy,"," Florence,", AL , 35630
 Sheffield,Pawn Max Inc," 855 Florence Blvd,"," Florence,", AL , 35630
 Sheffield,Lons Jeweler," 1559 Florence Blvd,"," Florence,", AL , 35630
 Shannon,Kay Jewelers," 4897 Promenade Pkwy Suite 109,"," Bessemer,", AL , 35022
 Shannon,April's Jewelry & Pawn," 4319 Bessemer Super Hwy,"," Bessemer,", AL , 35020
 Shannon,J&K Collectibles," 3215 Long Avenue D,"," Bessemer,", AL , 35020
 Shannon,Rebecca's Jewelry," 1825 13th Ave N,"," Bessemer,", AL , 35020
 Shannon,My Jeweler," 1825 12th Ave N,"," Bessemer,", AL , 35020
 Shannon,Wholesale Accessory Market," 4959 15th Street Rd,"," Bessemer,", AL , 35023
 Shannon,James Jewelry Co," 217 19th St N,"," Bessemer,", AL , 35020
 Shannon,Rebecca's Jewelry," 1025 13th St N,"," Bessemer,", AL , 35020
 Semmes,Custom Fast-Fix Jewelry Repair," 7335 Airport Blvd,"," Mobile,", AL , 36608
 Semmes,John Jeweler Bosco," 3507 Montlimar Plaza Dr,"," Mobile,", AL , 36609
 Semmes,Engraving By Carol," 402 Cody Rd S,"," Mobile,", AL , 36695
 Semmes,Cash America Pawn," 5631 Old Pascagoula Rd,"," Mobile,", AL , 36619
 Semmes,Karat Patch Jewelers," 3966 Airport Blvd,"," Mobile,", AL , 36608
 Semmes,Friedman's Fine Jewelry," 851 E I65 Service Rd S,"," Mobile,", AL , 36606
 Semmes,Zales," 3213 Bel Air Mall,"," Mobile,", AL , 36606
 Semmes,Gold Art," 4503 Old Shell Rd,"," Mobile,", AL , 36608
 Seminole,Millenia Jewelers," 21797 State Highway 59 S,"," Robertsdale,", AL , 36567
 Seminole,Rabbit Hole Marketplace," 108 State Highway 59 S,"," Summerdale,", AL , 36580
 Seminole,Parke Place Jewelry," 105 S McKenzie St.,"," Foley,", AL , 36535
 Seminole,All American Coin Buyers," 1508 S McKenzie St Suite B,"," Foley,", AL , 36535
 Seminole,Zales," 2601 S McKenzie St Ste 112,"," Foley,", AL , 36535
 Seminole,Manning Jewelry," 207 W Laurel Ave,"," Foley,", AL , 36535
 Selma,Lorch Diamond Center," 1391 E Highland Ave,"," Selma,", AL , 36703
 Selma,It's Fashion Metro," 1324 E Highland Ave,"," Selma,", AL , 36703
 Selma,Jessie James Jewelry," 1306 Water Ave,"," Selma,", AL , 36703
 Selma,Teja's," 121 Broad St,"," Selma,", AL , 36701
 Selma,Jewelry Center," 1391 E Highland Ave # 134A,"," Selma,", AL , 36703
 Section,Scottsboro Gun & Pawn Shop," 115 N Broad St,"," Scottsboro,", AL , 35768
 Section,Friedman's," 24833 John T Reid Pkwy,"," Scottsboro,", AL , 35768
 Section,Gina's Jewelry & Gifts," 110 S Market St,"," Scottsboro,", AL , 35768
 Section,Byrd's Jewelry & Pawn," 620 E Willow St,"," Scottsboro,", AL , 35768
 Section,Wales Jewelry Co," 137 E Laurel St,"," Scottsboro,", AL , 35768
 Robertsdale,Ultra Diamonds," 2601 S McKenzie St Ste 244,"," Foley,", AL , 36535
 Robertsdale,A M Cafe Jewelry Company," 2601 S McKenzie St,"," Foley,", AL , 36535
 Robertsdale,Sterling Jewelers," 116 N Alston St,"," Foley,", AL , 36535
 Robertsdale,Sterling Jewelers," 2601 S McKenzie St,"," Foley,", AL , 36535
 Robertsdale,Adam's Title Pawn & Payday Advance," 1000 N McKenzie St,"," Foley,", AL , 36535
 Roanoke,Adams Jewelry and Gifts," 1033 Jarrell Hogg Rd,"," West Point,", GA , 31833
 Roanoke,Hengstler's Inc," 806 3rd Ave,"," West Point,", GA , 31833
 Roanoke,Bowdon Pawn and motorsport," 115 W College St,"," Bowdon,", GA , 30108
 Talladega,madina.kitsylane.com," 115 lane st,"," talladega,", AL , 35160
 Talladega,Griffin's Jewelers," 704 Battle St E,"," Talladega,", AL , 35160
 Talladega,It's Fashion Metro," 210 Haynes St,"," Talladega,", AL , 35160
 Talladega,Its Fashion Metro," 116 Haynes St,"," Talladega,", AL , 35160
 Talladega,Pell City Gold & Pawn," 760 Martin St S,,"," Pell City,", AL , 35128
 Riverside,Kay Jewelers," 1301 Cambridge Pl,"," Anniston,", AL , 36207
 Riverside,Mike's Treasure Chest," 117 E 17th St,"," Anniston,", AL , 36201
 Riverside,Galloway Gold Pawn & Music Shop," 5730 McClellan Blvd,"," Anniston,", AL , 36206
 Riverside,Yung Lam Jewelers," 115 E 18th St,"," Anniston,", AL , 36201
 Riverside,Midway Pawn Shop," 1934 Front St,"," Anniston,", AL , 36201
 Riverside,Gene's Inc," 2105 Quintard Ave,"," Anniston,", AL , 36201
 Repton,Hutcherson Jewelers," 23 Mayfield St,"," Monroeville,", AL , 36460
 Repton,cottonwood," 118 Bruner Avenue,"," Evergreen,", AL , 36401
 Repton,Weaver's Apparel & Fine Jewelry," 115 Saint Joseph Ave,"," Brewton,", AL , 36426
 Repton,Treasure Chest," 111 Saint Joseph Ave,"," Brewton,", AL , 36426
 River Falls,K G Jewelry Repair," 116 W Commerce St,"," Greenville,", AL , 36037
 River Falls,Mcferrins Jewelry," 114 E Commerce St,"," Greenville,", AL , 36037
 River Falls,Young's Fashion," 116 Butler Sq,"," Greenville,", AL , 36037
 River Falls,Weaver's Apparel & Fine Jewelry," 115 Saint Joseph Ave,"," Brewton,", AL , 36426
 Reform,Savage Bennie Enterprise," 805A Alabama St,"," Columbus,", MS , 39702
 Reform,Little's Jewelers," 2009 Highway 45 N,"," Columbus,", MS , 39705
 Remlap,Southern Jewelers Services," 7018 Gadsden Hwy Ste 108,"," Trussville,", AL , 35173
 Remlap,Diannes Enterprises Etc," 612 Meadow Pl,"," Gardendale,", AL , 35071
 Red Bay,Crystalized," PO Box 110,"," Plantersville,", MS , 38862
 Red Level,Jewel Box," 328 Simmons St,"," Elba,", AL , 36323
 Red Level,Nelson Gail," 1591 Caroline St,"," Elba,", AL , 36323
 Red Level,Weaver's Apparel & Fine Jewelry," 115 Saint Joseph Ave,"," Brewton,", AL , 36426
 Randolph,Alabama Gold Refinery," 2969 Pelham Pkwy,"," Pelham,", AL , 35124
 Randolph,Cash America Pawn," 1030 9th Ave N,"," Bessemer,", AL , 35020
 Range,Cagle Jewelers & Goldsmithing," 101 S Cotton St,"," Andalusia,", AL , 36420
 Range,Christopher's Diamonds and Fine Jewelry," 156 Covington Mall,"," Andalusia,", AL , 36420
 Ranburne,Greg Cook's Fine Jewelry & Diamonds," 1109 S Park St,"," Carrollton,", GA , 30117
 Rainsville,J Caudle Co," 213 S Market St,"," Scottsboro,", AL , 35768
 Ralph,Fashion Jewelry," 1701 McFarland Blvd E,"," Tuscaloosa,", AL , 35404
 Pittsview,Better Jewelers," 2901 University Ave,"," Columbus,", GA , 31907
 Pittsview,Love's Jewelers," 2111 Manchester Expy,"," Columbus,", GA , 31904
 Pittsview,Jimmy's Jewelers," 1121 Broadway,"," Columbus,", GA , 31901
 Pittsview,John Paul's Jewelers Inc," 1230 13th Ave,"," Columbus,", GA , 31901
 Pittsview,Tim's Jewelry," 5300 Sidney Simons Blvd,"," Columbus,", GA , 31904
 Pinson,Jewel Source," 1725 Decatur Hwy,"," Fultondale,", AL , 35068
 Pisgah,La Magnifica," 5011 Martin Ave NE,"," Fort Payne,", AL , 35967
 Pine Level,Cash America Pawn," 425 W Fairview Ave,"," Montgomery,", AL , 36105
 Pine Hill,It's Fashion," 965 US Highway 80 W Ste 1500,"," Demopolis,", AL , 36732
 Pine Hill,The Gold Mine," 306 US Highway 80 E,"," Demopolis,", AL , 36732
 Pine Hill,Jackson's On The Square," 105 N Mulberry Ave,"," Butler,", AL , 36904
 Lawley,Jewelry Center," 1391 E Highland Ave # 134A,"," Selma,", AL , 36703
 Hamilton,Artistic Jewelry & Repair," 15357 Highway 43,"," Russellville,", AL , 35653
 Hackleburg,Macee Leigh," 1151 Mount Hebron Road,"," Beaverton,", AL , 35544
 Hackleburg,Bead Shop," 25 Jackson Dr,"," Eldridge,", AL , 35554
 Hackleburg,Golden Dreams Jewelry," 361 2nd St,"," Belmont,", MS , 38827
 Hackleburg,Bliss Boutique," 802 E Main St,"," Fulton,", MS , 38843
 Gurley,Sabghi Jewelers," 7500 Memorial Pkwy SW,"," Huntsville,", AL , 35802
 Gulf Shores,Zales," 2601 S McKenzie St Ste 112,"," Foley,", AL , 36535
 Gulf Shores,Manning Jewelry," 207 W Laurel Ave,"," Foley,", AL , 36535
 Guntersville,King Arthur Clock & Jewelry," 10506 Al Highway 168,"," Boaz,", AL , 35957
 Guntersville,Zales," 501 Elizabeth St,"," Boaz,", AL , 35957
 Guntersville,Reflections By KK," 201 Elizabeth St,"," Boaz,", AL , 35957
 Guin,Gold Mine Jewelry," 1801 11th Ave,"," Haleyville,", AL , 35565
 Elrod,Sterling Jewelers," 1701 McFarland Blvd E # D10,"," Tuscaloosa,", AL , 35404
 Elrod,Private Gallery," 1130 University Blvd # A2,"," Tuscaloosa,", AL , 35401
 Seale,Better Jewelers," 2901 University Ave,"," Columbus,", GA , 31907
 Seale,Rings Of Time Inc," 5828 Moon Rd,"," Columbus,", GA , 31909
 Seale,Cash America Pawn," 2419 Manchester Expressway,"," Columbus,", GA , 31904
 Seale,O'Connell's Coins & Jewelry," 2499 Airport Thruway,"," Columbus,", GA , 31904
 Seale,Better Jewelers," 2901 University Ave,"," Columbus,", GA , 31907
 Seale,Love's Jewelers," 2111 Manchester Expy,"," Columbus,", GA , 31904
 Seale,Jimmy's Jewelers," 1121 Broadway,"," Columbus,", GA , 31901
 Vance,D & M Davis Inc," 2 Western RD,"," Woodstock,", AL , 35188
 Vance,"Elaine Davis, Independent Avon Representative"," 1712 Diane St,"," Cottondale,", AL , 35453
 Vance,Tnt Coin Shop," 1212 Veterans Memorial Parkway , Tuscaloosa, AL 35404,"," Tuscaloosa,", AL , 35401
 Vance,Hudson Poole Jewelers Inc," 1111 Greensboro Ave,"," Tuscaloosa,", AL , 35401
 Tallassee,Caron Jewelry & Pawn," 52 Village Loop,"," Wetumpka,", AL , 36093
 Tallassee,Harrison's Jewelry and Pawn," 5695 US Highway 231,"," Wetumpka,", AL , 36092
 Tallassee,Charlotte's Jewelry," 8161 Vaughn Rd,"," Montgomery,", AL , 36116
 Tallassee,Cronier's Fine Jewelry," 2307 Eastern Blvd,"," Montgomery,", AL , 36117
 Tallassee,Cash America Pawn," 425 W Fairview Ave,"," Montgomery,", AL , 36105
 Shelby,Griffin's Jewelers," 123 S Broadway Ave,"," Sylacauga,", AL , 35150
 Shelby,Paul's Diamond Ctr," 300 Colonial Promenade Pkwy Ste 300,"," Alabaster,", AL , 35007
 Sheffield,Mayhall Benchmaster Jewelry," 168 Ana Dr,"," Florence,", AL , 35630
 Sheffield,Zales," 301 Cox Creek Pkwy,"," Florence,", AL , 35630
 Sheffield,Grogan Jewelers," 285 Cox Creek Pkwy,"," Florence,", AL , 35630
 Shannon,Heavenly Accessories," 1625 Faircrest Dr.,"," Bessemer,", AL , 35023
 Shannon,Seymour Loyle Jewelry Co," 222 19th St N,"," Bessemer,", AL , 35020
 Shannon,Alabama Wholesale Diamonds," 1820 Tin Valley Cir,"," Birmingham,", AL , 35235
 Seminole,Kay Jewelers Outlet," 2601 S McKenzie St Suite 102,"," Foley,", AL , 36535
 Seminole,Private Gallery," 2656 S McKenzie St,"," Foley,", AL , 36535
 Seminole,Ultra Diamonds," 2601 S McKenzie St Ste 244,"," Foley,", AL , 36535
 Seminole,A M Cafe Jewelry Company," 2601 S McKenzie St,"," Foley,", AL , 36535
 Seminole,Sterling Jewelers," 116 N Alston St,"," Foley,", AL , 36535
 Selma,Holland Doris Diamond & Jewelry Salon," 2603 Citizens Pkwy,"," Selma,", AL , 36701
 Selma,Doris Hollands Diamond & Jwlry," 3573 County Road 65,"," Valley Grande,", AL , 36701
 Selma,Camden Jewelry & Gifts," 47 Camden Byp,"," Camden,", AL , 36726
 Selma,Bryan Jewelry," 1876 E Main St,"," Prattville,", AL , 36066
 Section,J Caudle Co," 213 S Market St,"," Scottsboro,", AL , 35768
 Section,Gina's Jewelry & Gifts," 710 S Broad St,"," Scottsboro,", AL , 35768
 Section,Sigi's Jewelry Repair," 430 Gault Ave N,"," Fort Payne,", AL , 35967
 Talladega,Griffins Jewelers," 1903 Cogswell Ave,"," Pell City,", AL , 35125
 Talladega,Pell City Gold & Pawn," 2314 Cogswell Ave,"," Pell City,", AL , 35125
 Talladega,Yourneedsrbeads.com," 25 Golden Crest Dr,"," Sylacauga,", AL , 35151
 Valley Head,Sigi's Jewelry Repair," 430 Gault Ave N,"," Fort Payne,", AL , 35967
 Valley Head,Martin's Jeweler Inc," 217 Gault Ave N,"," Fort Payne,", AL , 35967
 Valley Head,La Magnifica," 5011 Martin Ave NE,"," Fort Payne,", AL , 35967
 Valley Head,Treasures," 219 Glenn Blvd SW,"," Fort Payne,", AL , 35967
 Repton,Len's Jewelers," 309 Palafox St,"," Flomaton,", AL , 36441
 Repton,Len's Jewelers," 22172 Highway 31,"," Flomaton,", AL , 36441
 Repton,Earle's Jewelers," 119 N Main St,"," Atmore,", AL , 36502
 Repton,State Line Pawn Shop," 300 E Church St Ste G,"," Atmore,", AL , 36502
 Repton,Smith Jewelers," 217 Commerce St,"," Jackson,", AL , 36545
 Randolph,Coin Castle West," 700 Academy Dr,"," Bessemer,", AL , 35022
 Seale,John Paul's Jewelers Inc," 1230 13th Ave,"," Columbus,", GA , 31901
 Seale,Tim's Jewelry," 5300 Sidney Simons Blvd,"," Columbus,", GA , 31904
 Seale,Grace Jewelers," 3131 Manchester Expy,"," Columbus,", GA , 31909
 Seale,Gold & Silver Trading Center," 3717 Gentian Blvd,"," Columbus,", GA , 31907
 Whatley,Smith Jewelers," 217 Commerce St,"," Jackson,", AL , 36545
 Whatley,Cauley's," 116 Commerce St,"," Jackson,", AL , 36545
 Whatley,Fresh Produce," 1403 S Highway 21 Byp,"," Monroeville,", AL , 36460
 Whatley,Alabama Precious Metal," 801 S Alabama Ave,"," Monroeville,", AL , 36460
 Westover,Michael's Jewelry & Pawn," 205 W College St,"," Columbiana,", AL , 35051
 Westover,Kay Jewelers Outlet," 6200 Grand River Blvd E Suite 350,"," Leeds,", AL , 35094
 Westover,Ashley Jeweler," 8139 Parkway Dr,"," Leeds,", AL , 35094
 Wetumpka,Whole-Heart Jewelry," 109 Company Street, Suite 120,"," Wetumpka,", AL , 36092
 Wetumpka,Caron Jewelry & Pawn," 52 Village Loop,"," Wetumpka,", AL , 36093
 Wetumpka,Harrison's Jewelry and Pawn," 5695 US Highway 231,"," Wetumpka,", AL , 36092
 Wetumpka,Cloverdale Jewelers," 3326 Main St,"," Millbrook,", AL , 36054
 West Greene,AVON eRepresentative," 101 Holliday Cir,"," Livingston,", AL , 35470
 West Greene,J & J Jewelry & Gift Shop," 1316 Main St,"," Greensboro,", AL , 36744
 West Greene,J & J Jewelry & Gift Shop," 1013 Centerville St,"," Greensboro,", AL , 36744
 Weogufka,Yourneedsrbeads.com," 25 Golden Crest Dr,"," Sylacauga,", AL , 35151
 Weogufka,Magnolia's Gift Shop," 125 N Broadway Ave,"," Sylacauga,", AL , 35150
 Weogufka,Broadway Pawn," 116 W 2nd St,"," Sylacauga,", AL , 35150
 Weogufka,Stacey's Jewelry," 103 E 3rd St,"," Sylacauga,", AL , 35150
 Weogufka,Diamond Jewelry Co," 113 N Broadway Ave,"," Sylacauga,", AL , 35150
 West Blocton,D & M Davis Inc," 2 Western RD,"," Woodstock,", AL , 35188
 West Blocton,"Elaine Davis, Independent Avon Representative"," 1712 Diane St,"," Cottondale,", AL , 35453
 West Blocton,Paul's Diamond Ctr," 300 Colonial Promenade Pkwy Ste 300,"," Alabaster,", AL , 35007
 West Blocton,Scott's Jewelry & Pawn," 873 1st St N,"," Alabaster,", AL , 35007
 Wellington,Rite Way Barber & Beauty Supplies," 11 Lenlock Shopping Ctr,"," Anniston,", AL , 36279
 Wellington,Griffin's Jewelers," PELHAM Plz,"," Jacksonville,", AL , 36265
 Wellington,Griffin's Jewelers," 812 Pelham Rd S,"," Jacksonville,", AL , 36265
 Wellington,Rainbow Jewelry & Loan," 3335 Rainbow Dr,"," Rainbow City,", AL , 35906
 Vance,Gillis Jewelers," 1351 McFarland Blvd NE,"," Tuscaloosa,", AL , 35406
 Vance,Zales," 1701 McFarland Blvd E,"," Tuscaloosa,", AL , 35404
 Vance,Fincher & Ozment Jewelers," 1657 McFarland Blvd N Ste G3D,"," Tuscaloosa,", AL , 35406
 Vance,Kay Jewelers," 1701 McFarland Blvd E Unit 179,"," Tuscaloosa,", AL , 35404
 Vance,Everyday Indulgence," 2111 University Blvd,"," Tuscaloosa,", AL , 35401
 Vance,Charming Charlie," 1800 McFarland, Suite 117,"," Tuscaloosa,", AL , 35404
 Vance,Duet Art & Jewelry," 2113B University Blvd,"," Tuscaloosa,", AL , 35401
 Tallassee,Best Pawn," 4448 Wetumpka Hwy,"," Montgomery,", AL , 36110
 Tallassee,City Pawn Shop," 4501 Atlanta Hwy,"," Montgomery,", AL , 36109
 Tallassee,Marquirette's Exquisite Jewelry.," 7818 Vaughn Rd,"," Montgomery,", AL , 36116
 Tallassee,Zales," 1021 Eastdale Mall,"," Montgomery,", AL , 36117
 Sheffield,Grogan Jewelers," 251 Cox Creek Pkwy,"," Florence,", AL , 35630
 Selma,Zales," 2324 Hilltop Farm Rd,"," Prattville,", AL , 36067
 Wedowee,Duke's Jewelry," 60065 Highway 49,"," Lineville,", AL , 36266
 Wedowee,Sheppard's," 942 Main St,"," Roanoke,", AL , 36274
 Wedowee,Bowdon Pawn and motorsport," 115 W College St,"," Bowdon,", GA , 30108
 Section,Martin's Jeweler Inc," 217 Gault Ave N,"," Fort Payne,", AL , 35967
 Section,La Magnifica," 5011 Martin Ave NE,"," Fort Payne,", AL , 35967
 Talladega,Magnolia's Gift Shop," 125 N Broadway Ave,"," Sylacauga,", AL , 35150
 Talladega,Broadway Pawn," 116 W 2nd St,"," Sylacauga,", AL , 35150
 Talladega,Stacey's Jewelry," 103 E 3rd St,"," Sylacauga,", AL , 35150
 Talladega,Diamond Jewelry Co," 113 N Broadway Ave,"," Sylacauga,", AL , 35150
 Valley Head,Pruett Jewelers," 69 Main St E,"," Rainsville,", AL , 35986
 Valley Head,All That Glitters," 75 Main St W,"," Rainsville,", AL , 35986
